Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
44,1.808561698,4.232872593,0.905446673,0.377822214,2.01975532,-0.482102187,-0.281384536,1.625200958,5.548464262,0.183467117,-0.996797069,-2.932898973,-3.490543499,2.130451383,3.074892607,1.120055796,2.098914682,3.303648382,-1.363419106,-1.434122189,0.002909855,-0.975351841,-1.294370872,0.152447746,2.123610611,1.201331604,-2.60169243,1.448288457,0.183985863,-1.587564197,5.591284767,-3.148954183,-2.440841346,-2.614660999,3.377231789,3.498139686,-0.145169456,-0.924796304,-1.849559406,-2.189469536,1.187661965,-0.674585943,-4.318086162,2.251926018,0.965311311,-1.063903506,0.234035792,3.15032722,134.6043883,152.7611997,-0.259095551,305.9429968,268.8160099,1.742973904,573.3211788,625.7802963,579.6667936,3.936930876,1215.340618,0.899990515,150.9530364,168.876369,169.3058846,322.6681145,271.1438387,351.4935181,663.6457438,701.4029696,702.1847805,1459.181067,1427.904498,1477.343899,145.5439425,155.2176584,169.9118018,350.3760343,352.1471918,354.7766178,730.9890675,698.0774012,678.3272844,1389.972443,1355.012861,1387.345432,135.0768226,127.3275262,141.2605179,326.2120784,307.2986871,319.3705947,640.9328254,640.5327473,600.9688573,1267.598136,1300.905045,1365.797617
45,-4.418046472,-1.416247568,-1.232515406,1.543764441,0.525058635,-0.759654515,0.426930435,2.580263844,-1.748266729,-1.346555774,5.195205725,-3.756885214,1.184468775,-1.554329966,-0.154929581,-3.160778397,0.20612123,1.785529826,3.212230736,1.247188609,-0.855477676,1.304388996,3.014124663,1.705449773,-0.410331366,-0.184351603,1.639236188,1.471715313,1.447351546,-5.170125927,5.905702826,4.68238345,0.524627522,-0.767714541,-0.627383571,4.717239203,2.557535045,-1.243342963,2.254364613,-0.218115991,-1.217391628,1.178603219,-2.555624198,2.1260194,-0.21711952,0.213871828,0.362832441,-0.492951717,149.2698486,162.7581796,0.116018242,325.1965057,294.5804547,2.344086233,634.8079237,660.9963665,645.610764,-0.806987966,1361.700803,3.947648957,151.0244276,168.4382376,170.9555285,322.5255334,270.9982078,352.5915066,665.7804605,703.5805013,703.9569832,1463.861413,1433.34655,1486.599249,143.6465769,156.1681984,168.5080378,350.7007793,353.6975971,355.0711387,729.8868388,696.2948984,678.5755586,1391.599577,1355.018577,1387.941254,135.3714833,125.6498798,140.577605,327.451128,307.0998995,319.4407746,640.6844984,639.8511351,602.0796691,1266.107574,1299.570277,1366.93139
46,0.227154305,-3.298377437,-1.00323311,-0.494882239,1.195234257,-3.382073149,1.768485309,0.379844802,0.629403597,-1.444236852,1.684839869,-3.301298518,-1.449612971,-0.95301222,2.378430112,0.842530959,0.83909162,-2.289630741,2.505678552,4.339353462,-3.261873777,0.092439818,1.856811864,3.351766402,-1.542314873,1.696192248,2.752658962,2.386929623,-0.311470951,2.783378938,0.166017995,-1.947047397,-0.986503792,-0.595559036,2.084583574,-6.406590542,-0.103134451,0.814002079,4.194206082,-1.596431407,-0.444089246,0.625779652,-1.67594728,1.667696038,1.356619257,0.958823425,-3.897418505,-4.472251645,155.4338481,168.7221699,1.940805455,344.9957884,312.1125996,-2.833802199,670.7077078,678.9946671,687.3584877,0.917877217,1457.002922,-2.574140178,150.4211603,167.5997448,170.5037836,321.258399,269.9052721,353.1401336,668.583066,704.3159743,703.3694809,1468.105803,1437.651925,1492.838376,144.1361901,155.2233311,168.7381168,351.2877565,354.306853,355.6654357,731.2723281,696.4494001,679.7778259,1389.598379,1355.054276,1391.610664,136.8446214,123.9222455,141.2113879,328.2273952,305.9809164,319.3239643,642.0281098,640.4077603,601.61228,1267.303603,1298.745382,1366.912704
47,2.36375345,3.680104875,1.686203512,0.834408748,-0.957311964,-0.271478843,0.639401149,-0.015533566,1.834772977,3.953976723,1.08742808,3.181134069,3.867546329,0.004446877,-2.685830989,0.820786876,0.538406834,-0.550193243,0.791991916,2.00602243,4.506572938,0.691788189,0.275780985,3.256858055,-1.121571127,-2.496925144,5.881753307,3.667875726,-2.818876226,-1.109320514,-3.296991814,2.717715044,-0.067532995,-3.982321856,-1.073654369,-3.6892154,3.626000464,0.2328306,-1.578521728,0.080600411,-0.487891933,-2.583329425,-0.564996991,1.226213258,-1.770252694,6.921626084,-0.396333847,-4.846676895,159.7010387,171.9393116,-0.482045106,348.096411,326.2214453,0.797031037,690.9122627,690.3872227,709.6196779,-1.01719185,1515.218719,4.208831796,151.1769445,165.2420756,170.831872,322.8521344,271.9563916,350.8665064,667.847161,706.3606612,702.1465809,1470.042955,1441.887038,1495.043266,143.7938976,153.4373404,168.2085313,351.0195247,355.3105615,356.9204472,730.0644477,695.4212553,679.2644481,1391.199084,1356.484892,1393.721237,136.795685,122.2650315,141.2789471,326.7647309,304.7827514,318.5677856,642.5376808,637.8896849,602.7082416,1266.52013,1297.290208,1367.598029
48,1.677605125,1.392253225,0.986112872,1.883358773,-0.126776885,1.126683825,0.65503469,1.918200682,-1.697270995,-0.692602107,0.191882218,6.948678106,0.410781756,-1.917968283,-1.032507625,2.865253053,1.196584626,1.461245886,1.546639056,-1.138356278,2.361297972,-1.979200608,-2.735551793,-2.051016142,1.944881156,-1.748090522,0.569255851,-2.50374477,-0.787022785,-1.247430074,0.165865944,6.349934757,3.543621874,-1.271337064,1.185628494,-1.966933114,4.137358805,1.604050752,2.577714374,-1.38547854,0.432395542,6.114699118,-1.189076492,-0.26647521,5.936657574,3.763103831,2.385987291,-0.79858287,160.2001396,172.9791523,1.039715862,346.6887618,336.3003566,-2.692677276,702.4593591,697.6339234,721.1805075,-1.278112746,1550.94755,-0.789167616,150.3156898,164.6062533,169.8040037,322.5889271,270.4720608,351.3898091,667.7728564,707.3289919,703.1737958,1472.255027,1444.319024,1496.017458,144.0488928,151.7627177,168.0673965,351.4142726,355.1567673,355.906318,730.3558555,695.3406653,678.0127877,1390.793606,1358.003201,1392.678407,134.7107023,121.3534317,140.4195409,325.3585991,302.8504667,317.7270584,641.3751982,637.837681,602.80056,1266.364841,1296.476141,1368.630869
49,-2.213027783,-0.408134027,1.52107907,1.36860784,2.946892047,1.728706938,-0.324980198,0.93994601,0.652320365,0.170409112,-1.155263538,0.453951026,-4.540451779,-0.648806356,-0.659340315,-0.107307595,-0.618304798,7.886193995,-1.488838724,-3.538745827,0.174654009,0.145310057,-1.179236539,-0.874921914,4.035951314,0.928201708,0.91206576,-1.081910946,-2.32270905,-1.5627551,1.602955692,1.540101375,0.459604874,-3.662880502,-4.826420573,3.598294669,2.052922704,0.55631946,-0.023156442,-0.830137101,0.360023322,-3.177294014,-1.988884836,-1.607643744,-2.813826604,1.282242615,2.730018829,2.492964914,159.760673,173.9093359,0.861499599,338.7030428,342.498269,-0.884917359,710.3382695,701.9522381,727.1259543,-4.473633514,1571.348122,1.586838752,149.4594655,163.8920205,170.3155755,322.0910543,271.1628193,351.8187588,667.134968,707.5401818,702.2375689,1470.033104,1445.284116,1498.302501,141.8961156,151.8905639,166.3516383,350.7309528,355.4135899,354.294492,727.8071407,695.281699,675.9400839,1390.794318,1358.127045,1391.112335,134.1415752,119.743383,138.0146108,325.2833917,301.5621689,317.8108215,639.2734707,637.5886916,602.3854525,1264.54309,1295.470214,1367.894579
50,-1.642650626,1.582102473,0.810089096,-1.327173901,0.347930231,-4.234467302,-2.937268699,-0.324774302,-2.131811818,-1.674122046,-2.239670949,-2.921655141,-2.283118579,1.420012219,-0.503252475,-0.389411598,1.587470472,-3.169649816,0.53610862,-0.206265993,-2.46693009,1.759031802,-0.198968195,-5.613176808,3.697668292,-0.953379454,0.43047279,0.161862159,1.173085465,-2.978002053,-2.908622617,5.682626914,-1.211555266,0.494793842,2.740913841,1.50256647,1.800323729,-0.295290362,-0.985698545,-0.898729748,-1.283928717,0.31987892,3.212816356,2.090500755,-1.336103641,-1.495288202,-2.050088915,0.499668044,160.4625415,174.8998168,-0.978602653,345.4454905,346.7207876,-0.219792923,715.2892646,703.8390046,733.4806695,-1.07323589,1582.668075,0.917896276,149.2142603,163.35368,170.6009458,320.5070048,269.4188997,353.796837,668.0613464,706.2195513,703.1418156,1470.302006,1445.774594,1498.477848,141.6376221,150.9043196,164.3457386,349.6104692,354.1681943,352.1504051,726.9129688,695.7471882,675.8944861,1387.461681,1357.309854,1392.309375,134.0114732,120.5349781,137.1602247,323.5905593,299.851413,317.2357957,639.062995,638.1670636,602.1337453,1264.989168,1296.329151,1366.157769
51,-0.977118493,2.093133627,0.601140022,1.542568137,-0.012723299,0.136662536,1.911974998,-2.546394368,-7.65655795,0.947878608,0.900468098,2.197870624,0.040404123,1.960143979,4.409938141,0.578367665,0.079115012,-2.704688811,-1.252012523,-3.052173509,-0.003369123,-2.304712165,-3.337256611,1.61648724,-2.430467258,0.089665186,-0.780678918,-1.905385848,-0.367949098,-0.114505883,-2.492887165,0.944210604,-3.137517467,2.745556409,-0.561677258,-2.75181912,-0.942445034,-1.30697284,-4.410111523,0.109291925,0.154728805,-0.481275316,2.005331217,3.856123331,-2.212514869,-2.961724722,-4.360318574,3.450750952,160.8938122,176.771722,1.165019436,342.3982421,348.7823257,-2.578033276,717.0002517,705.7142972,736.8510176,1.41401343,1589.488725,-0.95905116,149.9978988,163.1996379,169.8838391,319.6440963,270.7458996,353.0937376,666.6035274,706.8825163,703.8293847,1471.27973,1446.848011,1498.353294,141.5066736,150.432093,164.4332133,348.0359615,353.7035395,351.7551669,725.9885045,694.4652898,675.423183,1389.262527,1357.007884,1392.052306,134.8868339,120.3709766,135.6563718,320.6330693,299.1141169,315.971827,636.3559507,639.3292611,601.5410469,1261.865001,1295.584335,1365.484794
52,-0.932770326,0.624395966,-0.635178297,2.996450924,-4.02279395,-1.350503999,1.929898676,-2.676030404,0.83270372,-1.085083437,0.912698269,0.482600581,-0.686273959,1.636645975,-4.655367549,2.288273481,-2.056798334,-0.739296355,-2.154252244,-0.058053255,-1.653306827,-1.118632799,-1.391676677,3.092918255,-1.336656643,-0.501179346,1.879590965,0.63978283,-2.781131209,-3.256731393,-4.72071838,-1.906238745,-1.044114935,3.357528744,-0.899288545,-2.643625216,-0.448722945,-3.123363457,-4.440103532,2.346012582,-0.209442467,-0.871647768,-1.306347665,0.069786886,1.343707694,-1.675286215,-0.690411798,6.012497056,163.1456154,174.9243094,0.705822838,349.5292271,349.6666614,1.709720731,716.586345,706.453377,738.4939082,1.76005904,1594.638296,-0.614703209,150.2817818,162.5720558,171.1478168,319.8221989,268.9330357,350.9334723,666.6497981,705.569246,705.111373,1472.278853,1446.147467,1495.25766,142.0582635,149.9202119,165.1535197,347.7321449,353.4808346,349.7715934,726.7242604,692.4341882,675.4468894,1389.299912,1356.674703,1390.027021,132.7911064,120.3108679,136.959063,318.3468955,298.4706699,315.4763889,635.5864502,637.1416789,601.8477935,1262.992308,1294.250649,1365.498695
53,-3.542652504,-2.50624174,-4.041668737,-2.519357024,-3.901465769,-1.229596783,0.424882697,-2.978490059,-1.25242248,-2.328585329,-4.051499853,-1.164711092,-1.914746609,-0.353170627,0.03364086,-1.648267243,1.675987977,0.200611165,-4.517793584,-2.804317841,-3.703163908,-0.549165806,-0.357851524,-0.998981388,-1.293881344,-3.865007168,0.785497235,1.073518042,-5.643144158,-3.189126953,-0.595293788,-0.771783331,0.560667617,0.36690325,-2.31329451,-1.258092563,-3.178369679,-3.472764034,-1.790803602,-0.033425226,-3.494294749,-1.853400764,-0.971595114,-2.774956532,-0.903441333,-0.945954253,3.808558115,-0.105617014,161.9069597,173.1830628,-4.847304282,343.4047843,351.1055718,-0.79115423,717.9465913,706.942298,736.7853573,-3.05144165,1599.84687,-1.081008607,149.1522667,162.9615328,169.4927808,319.5713691,268.9668661,349.4921501,664.3129031,705.9906614,704.6116904,1470.588011,1446.357936,1496.273257,141.8143471,149.5414623,164.3152057,345.8334119,353.3231141,349.5096181,726.7826366,691.7163842,673.8638267,1393.222818,1357.262169,1388.111374,133.0978393,117.6767563,137.5490247,318.6019547,298.0420546,315.4760395,633.3912452,637.6428519,599.0360565,1261.310482,1293.011143,1367.327383
54,2.125351273,1.072845444,-1.05414655,-5.39652104,-2.317354243,-0.572900775,-3.768872328,-1.72134937,1.351317298,-3.225134372,0.269014897,-2.112321141,1.098160347,-0.760330466,-0.449135637,-2.948493487,-1.943675575,-3.769346387,-4.135683351,-1.82763915,-1.373337416,0.364000267,0.020904853,-4.423406675,-2.191328709,-0.89862764,-2.778724211,-0.139004745,1.430515571,-4.621451425,-1.290110452,-2.79113509,0.087475106,-0.655888474,-0.633854159,-0.255978484,-3.983293849,2.080790124,-5.076917172,1.686565445,-2.516938311,-1.338963251,0.32978823,0.576927655,-2.273231074,-2.66086346,-3.509950522,-0.568891002,161.0484687,171.3694409,-1.664945527,344.66226,351.9073977,2.236162671,717.5159548,706.5028285,736.5253876,0.92026309,1602.365245,-2.695350288,147.7581882,163.2250101,169.114836,318.7549679,269.278693,348.4134636,665.1187581,705.1099262,703.8596938,1470.475294,1444.348219,1498.022142,140.4450278,149.0626635,162.8561942,345.1833409,353.856556,348.6767805,726.481514,690.7047145,674.8210606,1391.171898,1355.94182,1386.636036,130.5821908,116.9673216,138.7008115,319.8510191,297.3690601,315.7740703,634.7024838,635.7922079,599.1873503,1262.796337,1291.585054,1367.301088
55,-1.238250652,-6.129910648,0.543738193,-3.546983504,-1.609182281,0.691066713,-1.194888847,-2.657683338,-3.984187575,-0.632223626,-2.832825422,2.99179556,0.794859656,-1.304777353,-6.251026196,-0.196336345,-1.012727825,-1.873026683,1.819778914,1.860940968,0.894518826,-3.359275537,0.131431266,-2.926818734,-3.711850599,-1.000823998,1.391031208,-5.460335437,-1.835055002,0.519166207,-2.024199944,-0.802110931,1.035552833,2.137634389,-0.936588089,-0.038006527,-0.712176243,-2.641659305,-2.997624175,1.107247891,3.194190415,-0.521054517,0.946236411,2.840979981,3.436934056,-3.096984704,-4.030089111,2.591522317,161.6296293,172.6463274,2.090151773,334.3408474,353.2416428,0.37514195,719.1303604,706.9672676,736.3587432,0.414131568,1604.835763,-2.657051051,146.7352763,163.0234126,166.8555588,317.1291889,270.9377815,349.1507758,663.6768337,704.8111168,703.1494529,1471.770666,1444.309478,1497.516159,140.790545,149.3089175,161.7236071,342.7565009,353.2541875,348.6998111,725.2869513,690.6026452,672.3911527,1391.486422,1356.26048,1388.804504,132.7410075,116.5749968,136.6538777,318.8310684,296.2481114,314.9315229,634.222157,637.6518421,597.6132993,1260.864319,1291.036969,1366.603647
56,-3.465703742,-0.929685477,-6.115362979,-1.752289766,-0.768750555,-3.786188583,-0.693624806,0.66087802,-3.454443558,-0.581705852,3.27737842,-1.476494591,-1.692655246,-2.769147032,-0.799874208,-2.039251108,-0.466394613,-4.930575052,-1.348441682,-1.480867755,-1.011947926,1.754331007,1.093897905,2.722275207,1.101442715,-0.210922211,-3.006167101,0.710344357,1.008921626,0.234033264,-0.204486244,0.543938009,-3.395161764,0.885105425,-2.782896781,-1.156530123,-1.17172765,-2.291719028,-1.083339831,-1.634531402,-1.697732445,-1.198863546,-2.158282868,-1.504852881,-4.753292052,0.155078231,0.51774285,-0.429158541,161.1002926,173.1480534,-1.749607649,336.9436013,351.4902024,-0.702819359,719.0279302,707.8603807,735.588499,-3.019829667,1605.392566,1.364890919,145.8641649,161.9868641,166.6902331,315.4677323,271.2869051,350.2663353,662.8052231,704.9528423,702.0031238,1473.209982,1442.50103,1494.832874,139.3958488,150.3357223,161.2465175,343.0366616,353.9626914,347.9575422,724.4945191,687.7270933,672.7295684,1388.48039,1354.719658,1387.8621,129.6120218,115.9148339,135.3175482,318.3701229,294.9138314,312.9198232,632.9712031,636.4648376,598.5551774,1260.823435,1288.478163,1365.147943
57,0.609743231,-5.014445814,-1.046713421,-2.490187484,-6.234850694,-1.299530867,-1.579726154,-3.886540221,-2.367041926,-2.021525401,-3.922594429,0.795114875,-2.08565334,1.324811407,-0.896883637,-5.151860158,-3.279570423,0.89631732,-3.691568364,-1.769014138,-3.755396319,-6.204534505,-2.435135415,1.301743889,-1.102940785,-4.755914221,-9.384184291,-2.99651412,2.441552457,0.06647952,-4.853444815,-1.808829552,-0.731451478,-0.922058462,0.576700224,-0.638726916,-3.362681166,1.234191966,0.553561946,-1.558525573,-4.247171537,-0.028289389,-2.014100743,-3.160081726,-3.526941876,-0.21018336,-4.933733268,-1.254681351,160.5354782,172.1039442,-1.98608919,341.4933842,351.818911,-2.806473762,718.1549934,706.1959205,735.209612,-3.469097905,1605.475933,1.063496817,144.9916583,161.6968601,166.5428701,315.1842057,270.8227195,351.2822749,659.3422603,706.5587894,701.7693085,1472.125102,1442.058269,1493.881712,139.227048,149.4485962,160.9013775,341.2575179,352.0875662,345.7154313,723.850808,686.8612894,670.0036562,1388.422736,1355.589297,1389.178928,129.9380113,113.357959,134.0476586,317.7981013,293.2030415,310.5295777,631.9019927,636.7532124,595.7013145,1260.06762,1288.442334,1364.420077
58,-1.491098575,-1.942509175,-3.453114299,2.334725104,0.842492544,-2.090188378,-3.04448052,2.012017194,-0.036328912,1.256498989,-4.645638113,-4.387367161,-4.877768224,-3.687757298,-0.641630001,-9.800822691,-5.1458412,-0.008897617,-3.544356629,-2.645358993,-1.34510918,-1.166930014,-0.489974354,-0.762492044,-0.196058304,0.41010219,-3.744652727,-1.363864911,-1.651509834,1.215496776,-2.501692556,-3.591721481,-0.885146194,2.677749446,-4.889965364,-0.975729293,-2.347854213,-2.341221048,-1.486197812,-3.409912153,0.795418469,-4.247836799,0.453144978,-4.496705398,-0.787304386,-5.776922884,-1.820166953,-2.808762466,157.5003406,171.3756672,-1.679702483,344.595248,351.9559099,-1.668369629,716.5755898,704.0404473,732.9301533,-3.36271123,1602.863047,-2.496806377,143.5557485,161.2887454,165.612668,315.077567,269.7852971,351.1595181,658.1573367,706.9479729,700.7669193,1471.484678,1440.643706,1493.76299,137.0821041,146.8659488,159.6543453,341.5013659,353.4090589,346.036811,723.218288,685.2738225,671.1500879,1388.246601,1354.260719,1387.674554,126.9901243,111.2843893,134.0264279,317.252968,291.5714216,310.058633,631.3662246,634.5992174,595.9485109,1258.24488,1287.346372,1365.481054
59,0.680819658,-0.530275523,-0.729520414,-5.496909889,2.378293531,0.224737148,0.395377513,-0.334271779,0.732896649,-5.608686028,1.391479841,-1.460000452,-1.925336922,-2.132628537,-5.656301257,-2.661001576,-5.554178146,-2.466212878,1.498443903,-1.975254516,-7.661343379,4.601765785,-0.90582839,-5.391095455,-4.632416174,-5.609449871,-2.235549058,-0.489663552,-2.369665576,0.23989823,-0.875133995,-4.713888423,-6.184939381,3.069451878,-7.518305874,1.681355811,-0.996340729,-4.185339563,-3.28711033,1.078261934,1.378751329,-3.380795675,-4.184362855,-2.550583286,-1.025147346,-1.920978001,-4.412358058,-0.762485202,158.7195752,170.6142628,1.234551061,338.1966625,353.399014,-3.16807864,714.3698855,703.6492944,733.3550155,-0.801393095,1602.02366,-3.237431393,142.3976054,161.7785893,165.441042,316.8562243,270.6723335,349.3809126,660.2463864,705.7609674,701.4586186,1471.860922,1441.937747,1494.242831,137.0329202,144.6092755,159.0448032,340.71836,352.9365319,345.5823916,721.3964549,685.8071494,670.1262995,1387.755424,1353.126391,1386.590633,127.4678525,111.4506167,132.6465873,315.4476124,290.816008,310.4900767,630.3135935,632.8287869,595.0261167,1259.081949,1286.754327,1365.785354
60,-2.756159484,1.549865452,-2.714293955,-3.870759819,-1.414028434,-4.928087478,-3.787559,-0.648016393,-0.878070376,-5.715188076,-3.14480009,-2.408501751,-0.75573033,-3.967605039,-3.650720212,-7.260495037,-1.69793348,-3.634212423,-1.655365047,-1.050272276,-6.25084992,-1.785365901,3.226203071,-3.615062152,-3.628372404,-0.829278974,-4.781569619,-3.745415335,-3.714354052,-4.770114732,-4.79307436,-5.061227976,-3.631427078,1.368247884,-1.310211806,-2.930147819,-1.477506154,-5.891305398,-3.451525951,3.030359168,-3.159937936,-2.096699355,-1.224368401,-2.826068298,-4.828651584,-4.20976336,-1.199215154,-1.374806082,161.8395849,170.3851657,-3.580909708,321.9680211,352.2368005,2.17653293,713.9029992,706.8340714,733.0488543,-2.322725328,1602.379212,-2.654258847,141.0594996,160.6135052,166.1855662,319.9964281,273.3633139,347.0599283,665.6168247,703.5429163,700.7536503,1472.761918,1447.349639,1491.889964,137.2442796,143.7602209,159.7572366,341.9137161,354.3604729,346.3757927,718.6496705,686.4432787,669.4535632,1386.718864,1349.226703,1381.967834,127.7332933,113.2424547,130.9714922,312.846272,290.6826779,310.8010598,627.2380758,629.0654555,595.142028,1261.635595,1283.215707,1364.026527
